Record Date,State,Interest Rate Percent,Record Fiscal Year,Record Fiscal Quarter,Record Calendar Year,Record Calendar Month
2017-02-03,Connecticut,2.21240005,2017,2,2017,1
2017-02-03,Delaware,2.21240005,2017,2,2017,1
2017-02-03,Indiana,2.21240005,2017,2,2017,1
2017-02-03,Kentucky,2.21240005,2017,2,2017,1
2017-02-03,New York,2.21240005,2017,2,2017,1
2017-02-03,North Carolina,2.21240005,2017,2,2017,1
2017-02-03,Ohio,2.21240005,2017,2,2017,1
2017-02-03,Rhode Island,2.21240005,2017,2,2017,1
2017-02-03,South Carolina,2.21240005,2017,2,2017,1
2017-02-03,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-06,Arizona,2.21240005,2017,2,2017,1
2017-02-06,Arkansas,2.21240005,2017,2,2017,1
2017-02-06,California,2.21240005,2017,2,2017,1
2017-02-06,Connecticut,2.21240005,2017,2,2017,1
2017-02-06,Delaware,2.21240005,2017,2,2017,1
2017-02-06,Indiana,2.21240005,2017,2,2017,1
2017-02-06,Kentucky,2.21240005,2017,2,2017,1
2017-02-06,New York,2.21240005,2017,2,2017,1
2017-02-06,North Carolina,2.21240005,2017,2,2017,1
2017-02-06,Ohio,2.21240005,2017,2,2017,1
2017-02-06,Rhode Island,2.21240005,2017,2,2017,1
2017-02-06,South Carolina,2.21240005,2017,2,2017,1
2017-02-06,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-07,Arizona,2.21240005,2017,2,2017,1
2017-02-07,Arkansas,2.21240005,2017,2,2017,1
2017-02-07,California,2.21240005,2017,2,2017,1
2017-02-07,Connecticut,2.21240005,2017,2,2017,1
2017-02-07,Delaware,2.21240005,2017,2,2017,1
2017-02-07,Indiana,2.21240005,2017,2,2017,1
2017-02-07,Kentucky,2.21240005,2017,2,2017,1
2017-02-07,New York,2.21240005,2017,2,2017,1
2017-02-07,North Carolina,2.21240005,2017,2,2017,1
2017-02-07,Ohio,2.21240005,2017,2,2017,1
2017-02-07,Rhode Island,2.21240005,2017,2,2017,1
2017-02-07,South Carolina,2.21240005,2017,2,2017,1
2017-02-07,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-08,Arizona,2.21240005,2017,2,2017,1
2017-02-08,Arkansas,2.21240005,2017,2,2017,1
2017-02-08,California,2.21240005,2017,2,2017,1
2017-02-08,Connecticut,2.21240005,2017,2,2017,1
2017-02-08,Delaware,2.21240005,2017,2,2017,1
2017-02-08,Indiana,2.21240005,2017,2,2017,1
2017-02-08,Kentucky,2.21240005,2017,2,2017,1
2017-02-08,New York,2.21240005,2017,2,2017,1
2017-02-08,North Carolina,2.21240005,2017,2,2017,1
2017-02-08,Ohio,2.21240005,2017,2,2017,1
2017-02-08,Rhode Island,2.21240005,2017,2,2017,1
2017-02-08,South Carolina,2.21240005,2017,2,2017,1
2017-02-08,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-09,Arizona,2.21240005,2017,2,2017,1
2017-02-09,Arkansas,2.21240005,2017,2,2017,1
2017-02-09,California,2.21240005,2017,2,2017,1
2017-02-09,Connecticut,2.21240005,2017,2,2017,1
2017-02-09,Delaware,2.21240005,2017,2,2017,1
2017-02-09,Indiana,2.21240005,2017,2,2017,1
2017-02-09,Kentucky,2.21240005,2017,2,2017,1
2017-02-09,New York,2.21240005,2017,2,2017,1
2017-02-09,North Carolina,2.21240005,2017,2,2017,1
2017-02-09,Ohio,2.21240005,2017,2,2017,1
2017-02-09,Rhode Island,2.21240005,2017,2,2017,1
2017-02-09,South Carolina,2.21240005,2017,2,2017,1
2017-02-09,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-10,Arizona,2.21240005,2017,2,2017,1
2017-02-10,Arkansas,2.21240005,2017,2,2017,1
2017-02-10,California,2.21240005,2017,2,2017,1
2017-02-10,Connecticut,2.21240005,2017,2,2017,1
2017-02-10,Delaware,2.21240005,2017,2,2017,1
2017-02-10,Indiana,2.21240005,2017,2,2017,1
2017-02-10,Kentucky,2.21240005,2017,2,2017,1
2017-02-10,New York,2.21240005,2017,2,2017,1
2017-02-10,North Carolina,2.21240005,2017,2,2017,1
2017-02-10,Ohio,2.21240005,2017,2,2017,1
2017-02-10,Rhode Island,2.21240005,2017,2,2017,1
2017-02-10,South Carolina,2.21240005,2017,2,2017,1
2017-02-10,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-13,Arizona,2.21240005,2017,2,2017,1
2017-02-13,Arkansas,2.21240005,2017,2,2017,1
2017-02-13,California,2.21240005,2017,2,2017,1
2017-02-13,Connecticut,2.21240005,2017,2,2017,1
2017-02-13,Delaware,2.21240005,2017,2,2017,1
2017-02-13,Indiana,2.21240005,2017,2,2017,1
2017-02-13,Kentucky,2.21240005,2017,2,2017,1
2017-02-13,New York,2.21240005,2017,2,2017,1
2017-02-13,North Carolina,2.21240005,2017,2,2017,1
2017-02-13,Ohio,2.21240005,2017,2,2017,1
2017-02-13,Rhode Island,2.21240005,2017,2,2017,1
2017-02-13,South Carolina,2.21240005,2017,2,2017,1
2017-02-13,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-14,Arizona,2.21240005,2017,2,2017,1
2017-02-14,Arkansas,2.21240005,2017,2,2017,1
2017-02-14,California,2.21240005,2017,2,2017,1
2017-02-14,Connecticut,2.21240005,2017,2,2017,1
2017-02-14,Delaware,2.21240005,2017,2,2017,1
2017-02-14,Indiana,2.21240005,2017,2,2017,1
2017-02-14,Kentucky,2.21240005,2017,2,2017,1
2017-02-14,New York,2.21240005,2017,2,2017,1
2017-02-14,North Carolina,2.21240005,2017,2,2017,1
2017-02-14,Ohio,2.21240005,2017,2,2017,1
2017-02-14,Rhode Island,2.21240005,2017,2,2017,1
2017-02-14,South Carolina,2.21240005,2017,2,2017,1
2017-02-14,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-15,Arizona,2.21240005,2017,2,2017,1
2017-02-15,Arkansas,2.21240005,2017,2,2017,1
2017-02-15,California,2.21240005,2017,2,2017,1
2017-02-15,Connecticut,2.21240005,2017,2,2017,1
2017-02-15,Delaware,2.21240005,2017,2,2017,1
2017-02-15,Indiana,2.21240005,2017,2,2017,1
2017-02-15,Kentucky,2.21240005,2017,2,2017,1
2017-02-15,New York,2.21240005,2017,2,2017,1
2017-02-15,North Carolina,2.21240005,2017,2,2017,1
2017-02-15,Ohio,2.21240005,2017,2,2017,1
2017-02-15,Rhode Island,2.21240005,2017,2,2017,1
2017-02-15,South Carolina,2.21240005,2017,2,2017,1
2017-02-15,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-16,Arizona,2.21240005,2017,2,2017,1
2017-02-16,Arkansas,2.21240005,2017,2,2017,1
2017-02-16,California,2.21240005,2017,2,2017,1
2017-02-16,Connecticut,2.21240005,2017,2,2017,1
2017-02-16,Delaware,2.21240005,2017,2,2017,1
2017-02-16,Indiana,2.21240005,2017,2,2017,1
2017-02-16,Kentucky,2.21240005,2017,2,2017,1
2017-02-16,New York,2.21240005,2017,2,2017,1
2017-02-16,North Carolina,2.21240005,2017,2,2017,1
2017-02-16,Ohio,2.21240005,2017,2,2017,1
2017-02-16,Rhode Island,2.21240005,2017,2,2017,1
2017-02-16,South Carolina,2.21240005,2017,2,2017,1
2017-02-16,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-17,Arizona,2.21240005,2017,2,2017,1
2017-02-17,Arkansas,2.21240005,2017,2,2017,1
2017-02-17,California,2.21240005,2017,2,2017,1
2017-02-17,Connecticut,2.21240005,2017,2,2017,1
2017-02-17,Delaware,2.21240005,2017,2,2017,1
2017-02-17,Indiana,2.21240005,2017,2,2017,1
2017-02-17,Kentucky,2.21240005,2017,2,2017,1
2017-02-17,New York,2.21240005,2017,2,2017,1
2017-02-17,North Carolina,2.21240005,2017,2,2017,1
2017-02-17,Ohio,2.21240005,2017,2,2017,1
2017-02-17,Rhode Island,2.21240005,2017,2,2017,1
2017-02-17,South Carolina,2.21240005,2017,2,2017,1
2017-02-17,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-21,Arizona,2.21240005,2017,2,2017,1
2017-02-21,Arkansas,2.21240005,2017,2,2017,1
2017-02-21,California,2.21240005,2017,2,2017,1
2017-02-21,Connecticut,2.21240005,2017,2,2017,1
2017-02-21,Delaware,2.21240005,2017,2,2017,1
2017-02-21,Indiana,2.21240005,2017,2,2017,1
2017-02-21,Kentucky,2.21240005,2017,2,2017,1
2017-02-21,New York,2.21240005,2017,2,2017,1
2017-02-21,North Carolina,2.21240005,2017,2,2017,1
2017-02-21,Ohio,2.21240005,2017,2,2017,1
2017-02-21,Rhode Island,2.21240005,2017,2,2017,1
2017-02-21,South Carolina,2.21240005,2017,2,2017,1
2017-02-21,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-22,Arizona,2.21240005,2017,2,2017,1
2017-02-22,Arkansas,2.21240005,2017,2,2017,1
2017-02-22,California,2.21240005,2017,2,2017,1
2017-02-22,Connecticut,2.21240005,2017,2,2017,1
2017-02-22,Delaware,2.21240005,2017,2,2017,1
2017-02-22,Indiana,2.21240005,2017,2,2017,1
2017-02-22,Kentucky,2.21240005,2017,2,2017,1
2017-02-22,New York,2.21240005,2017,2,2017,1
2017-02-22,North Carolina,2.21240005,2017,2,2017,1
2017-02-22,Ohio,2.21240005,2017,2,2017,1
2017-02-22,Rhode Island,2.21240005,2017,2,2017,1
2017-02-22,South Carolina,2.21240005,2017,2,2017,1
2017-02-22,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-23,Arizona,2.21240005,2017,2,2017,1
2017-02-23,Arkansas,2.21240005,2017,2,2017,1
2017-02-23,California,2.21240005,2017,2,2017,1
2017-02-23,Connecticut,2.21240005,2017,2,2017,1
2017-02-23,Delaware,2.21240005,2017,2,2017,1
2017-02-23,Indiana,2.21240005,2017,2,2017,1
2017-02-23,Kentucky,2.21240005,2017,2,2017,1
2017-02-23,New York,2.21240005,2017,2,2017,1
2017-02-23,North Carolina,2.21240005,2017,2,2017,1
2017-02-23,Ohio,2.21240005,2017,2,2017,1
2017-02-23,Rhode Island,2.21240005,2017,2,2017,1
2017-02-23,South Carolina,2.21240005,2017,2,2017,1
2017-02-23,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-24,Arizona,2.21240005,2017,2,2017,1
2017-02-24,Arkansas,2.21240005,2017,2,2017,1
2017-02-24,California,2.21240005,2017,2,2017,1
2017-02-24,Connecticut,2.21240005,2017,2,2017,1
2017-02-24,Delaware,2.21240005,2017,2,2017,1
2017-02-24,Indiana,2.21240005,2017,2,2017,1
2017-02-24,Kentucky,2.21240005,2017,2,2017,1
2017-02-24,New York,2.21240005,2017,2,2017,1
2017-02-24,North Carolina,2.21240005,2017,2,2017,1
2017-02-24,Ohio,2.21240005,2017,2,2017,1
2017-02-24,Rhode Island,2.21240005,2017,2,2017,1
2017-02-24,South Carolina,2.21240005,2017,2,2017,1
2017-02-24,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-27,Arizona,2.21240005,2017,2,2017,1
2017-02-27,Arkansas,2.21240005,2017,2,2017,1
2017-02-27,California,2.21240005,2017,2,2017,1
2017-02-27,Connecticut,2.21240005,2017,2,2017,1
2017-02-27,Delaware,2.21240005,2017,2,2017,1
2017-02-27,Indiana,2.21240005,2017,2,2017,1
2017-02-27,Kentucky,2.21240005,2017,2,2017,1
2017-02-27,New York,2.21240005,2017,2,2017,1
2017-02-27,North Carolina,2.21240005,2017,2,2017,1
2017-02-27,Ohio,2.21240005,2017,2,2017,1
2017-02-27,Rhode Island,2.21240005,2017,2,2017,1
2017-02-27,South Carolina,2.21240005,2017,2,2017,1
2017-02-27,Virgin Islands,2.21240005,2017,2,2017,1
2017-02-28,Arizona,2.21240005,2017,2,2017,1
2017-02-28,Arkansas,2.21240005,2017,2,2017,1
2017-02-28,California,2.21240005,2017,2,2017,1
2017-02-28,Connecticut,2.21240005,2017,2,2017,1
2017-02-28,Delaware,2.21240005,2017,2,2017,1
2017-02-28,Indiana,2.21240005,2017,2,2017,1
2017-02-28,Kentucky,2.21240005,2017,2,2017,1
2017-02-28,New York,2.21240005,2017,2,2017,1
2017-02-28,North Carolina,2.21240005,2017,2,2017,1
2017-02-28,Ohio,2.21240005,2017,2,2017,1
2017-02-28,Rhode Island,2.21240005,2017,2,2017,1
2017-02-28,South Carolina,2.21240005,2017,2,2017,1
2017-02-28,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-01,Arizona,2.21240005,2017,2,2017,1
2017-03-01,Arkansas,2.21240005,2017,2,2017,1
2017-03-01,California,2.21240005,2017,2,2017,1
2017-03-01,Connecticut,2.21240005,2017,2,2017,1
2017-03-01,Delaware,2.21240005,2017,2,2017,1
2017-03-01,Indiana,2.21240005,2017,2,2017,1
2017-03-01,Kentucky,2.21240005,2017,2,2017,1
2017-03-01,New York,2.21240005,2017,2,2017,1
2017-03-01,North Carolina,2.21240005,2017,2,2017,1
2017-03-01,Ohio,2.21240005,2017,2,2017,1
2017-03-01,Rhode Island,2.21240005,2017,2,2017,1
2017-03-01,South Carolina,2.21240005,2017,2,2017,1
2017-03-01,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-02,Arizona,2.21240005,2017,2,2017,1
2017-03-02,Arkansas,2.21240005,2017,2,2017,1
2017-03-02,California,2.21240005,2017,2,2017,1
2017-03-02,Connecticut,2.21240005,2017,2,2017,1
2017-03-02,Delaware,2.21240005,2017,2,2017,1
2017-03-02,Indiana,2.21240005,2017,2,2017,1
2017-03-02,Kentucky,2.21240005,2017,2,2017,1
2017-03-02,New York,2.21240005,2017,2,2017,1
2017-03-02,North Carolina,2.21240005,2017,2,2017,1
2017-03-02,Ohio,2.21240005,2017,2,2017,1
2017-03-02,Rhode Island,2.21240005,2017,2,2017,1
2017-03-02,South Carolina,2.21240005,2017,2,2017,1
2017-03-02,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-03,Arizona,2.21240005,2017,2,2017,1
2017-03-03,Arkansas,2.21240005,2017,2,2017,1
2017-03-03,California,2.21240005,2017,2,2017,1
2017-03-03,Connecticut,2.21240005,2017,2,2017,1
2017-03-03,Delaware,2.21240005,2017,2,2017,1
2017-03-03,Indiana,2.21240005,2017,2,2017,1
2017-03-03,Kentucky,2.21240005,2017,2,2017,1
2017-03-03,New York,2.21240005,2017,2,2017,1
2017-03-03,North Carolina,2.21240005,2017,2,2017,1
2017-03-03,Ohio,2.21240005,2017,2,2017,1
2017-03-03,Rhode Island,2.21240005,2017,2,2017,1
2017-03-03,South Carolina,2.21240005,2017,2,2017,1
2017-03-03,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-06,Arizona,2.21240005,2017,2,2017,1
2017-03-06,Arkansas,2.21240005,2017,2,2017,1
2017-03-06,California,2.21240005,2017,2,2017,1
2017-03-06,Connecticut,2.21240005,2017,2,2017,1
2017-03-06,Delaware,2.21240005,2017,2,2017,1
2017-03-06,Indiana,2.21240005,2017,2,2017,1
2017-03-06,Kentucky,2.21240005,2017,2,2017,1
2017-03-06,New York,2.21240005,2017,2,2017,1
2017-03-06,North Carolina,2.21240005,2017,2,2017,1
2017-03-06,Ohio,2.21240005,2017,2,2017,1
2017-03-06,Rhode Island,2.21240005,2017,2,2017,1
2017-03-06,South Carolina,2.21240005,2017,2,2017,1
2017-03-06,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-07,Arizona,2.21240005,2017,2,2017,1
2017-03-07,Arkansas,2.21240005,2017,2,2017,1
2017-03-07,California,2.21240005,2017,2,2017,1
2017-03-07,Connecticut,2.21240005,2017,2,2017,1
2017-03-07,Delaware,2.21240005,2017,2,2017,1
2017-03-07,Indiana,2.21240005,2017,2,2017,1
2017-03-07,Kentucky,2.21240005,2017,2,2017,1
2017-03-07,New York,2.21240005,2017,2,2017,1
2017-03-07,North Carolina,2.21240005,2017,2,2017,1
2017-03-07,Ohio,2.21240005,2017,2,2017,1
2017-03-07,Rhode Island,2.21240005,2017,2,2017,1
2017-03-07,South Carolina,2.21240005,2017,2,2017,1
2017-03-07,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-08,Arizona,2.21240005,2017,2,2017,1
2017-03-08,Arkansas,2.21240005,2017,2,2017,1
2017-03-08,California,2.21240005,2017,2,2017,1
2017-03-08,Connecticut,2.21240005,2017,2,2017,1
2017-03-08,Delaware,2.21240005,2017,2,2017,1
2017-03-08,Indiana,2.21240005,2017,2,2017,1
2017-03-08,Kentucky,2.21240005,2017,2,2017,1
2017-03-08,New York,2.21240005,2017,2,2017,1
2017-03-08,North Carolina,2.21240005,2017,2,2017,1
2017-03-08,Ohio,2.21240005,2017,2,2017,1
2017-03-08,Rhode Island,2.21240005,2017,2,2017,1
2017-03-08,South Carolina,2.21240005,2017,2,2017,1
2017-03-08,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-09,Arizona,2.21240005,2017,2,2017,1
2017-03-09,Arkansas,2.21240005,2017,2,2017,1
2017-03-09,California,2.21240005,2017,2,2017,1
2017-03-09,Connecticut,2.21240005,2017,2,2017,1
2017-03-09,Delaware,2.21240005,2017,2,2017,1
2017-03-09,Indiana,2.21240005,2017,2,2017,1
2017-03-09,Kentucky,2.21240005,2017,2,2017,1
2017-03-09,New York,2.21240005,2017,2,2017,1
2017-03-09,North Carolina,2.21240005,2017,2,2017,1
2017-03-09,Ohio,2.21240005,2017,2,2017,1
2017-03-09,Rhode Island,2.21240005,2017,2,2017,1
2017-03-09,South Carolina,2.21240005,2017,2,2017,1
2017-03-09,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-10,Arizona,2.21240005,2017,2,2017,1
2017-03-10,Arkansas,2.21240005,2017,2,2017,1
2017-03-10,California,2.21240005,2017,2,2017,1
2017-03-10,Connecticut,2.21240005,2017,2,2017,1
2017-03-10,Delaware,2.21240005,2017,2,2017,1
2017-03-10,Indiana,2.21240005,2017,2,2017,1
2017-03-10,Kentucky,2.21240005,2017,2,2017,1
2017-03-10,New York,2.21240005,2017,2,2017,1
2017-03-10,North Carolina,2.21240005,2017,2,2017,1
2017-03-10,Ohio,2.21240005,2017,2,2017,1
2017-03-10,Rhode Island,2.21240005,2017,2,2017,1
2017-03-10,South Carolina,2.21240005,2017,2,2017,1
2017-03-10,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-13,Arizona,2.21240005,2017,2,2017,1
2017-03-13,Arkansas,2.21240005,2017,2,2017,1
2017-03-13,California,2.21240005,2017,2,2017,1
2017-03-13,Connecticut,2.21240005,2017,2,2017,1
2017-03-13,Delaware,2.21240005,2017,2,2017,1
2017-03-13,Indiana,2.21240005,2017,2,2017,1
2017-03-13,Kentucky,2.21240005,2017,2,2017,1
2017-03-13,New York,2.21240005,2017,2,2017,1
2017-03-13,North Carolina,2.21240005,2017,2,2017,1
2017-03-13,Ohio,2.21240005,2017,2,2017,1
2017-03-13,Rhode Island,2.21240005,2017,2,2017,1
2017-03-13,South Carolina,2.21240005,2017,2,2017,1
2017-03-13,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-14,Arizona,2.21240005,2017,2,2017,1
2017-03-14,Arkansas,2.21240005,2017,2,2017,1
2017-03-14,California,2.21240005,2017,2,2017,1
2017-03-14,Connecticut,2.21240005,2017,2,2017,1
2017-03-14,Delaware,2.21240005,2017,2,2017,1
2017-03-14,Indiana,2.21240005,2017,2,2017,1
2017-03-14,Kentucky,2.21240005,2017,2,2017,1
2017-03-14,New York,2.21240005,2017,2,2017,1
2017-03-14,North Carolina,2.21240005,2017,2,2017,1
2017-03-14,Ohio,2.21240005,2017,2,2017,1
2017-03-14,Rhode Island,2.21240005,2017,2,2017,1
2017-03-14,South Carolina,2.21240005,2017,2,2017,1
2017-03-14,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-15,Arizona,2.21240005,2017,2,2017,1
2017-03-15,Arkansas,2.21240005,2017,2,2017,1
2017-03-15,California,2.21240005,2017,2,2017,1
2017-03-15,Connecticut,2.21240005,2017,2,2017,1
2017-03-15,Delaware,2.21240005,2017,2,2017,1
2017-03-15,Indiana,2.21240005,2017,2,2017,1
2017-03-15,Kentucky,2.21240005,2017,2,2017,1
2017-03-15,New York,2.21240005,2017,2,2017,1
2017-03-15,North Carolina,2.21240005,2017,2,2017,1
2017-03-15,Ohio,2.21240005,2017,2,2017,1
2017-03-15,Rhode Island,2.21240005,2017,2,2017,1
2017-03-15,South Carolina,2.21240005,2017,2,2017,1
2017-03-15,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-16,Arizona,2.21240005,2017,2,2017,1
2017-03-16,Arkansas,2.21240005,2017,2,2017,1
2017-03-16,California,2.21240005,2017,2,2017,1
2017-03-16,Connecticut,2.21240005,2017,2,2017,1
2017-03-16,Delaware,2.21240005,2017,2,2017,1
2017-03-16,Indiana,2.21240005,2017,2,2017,1
2017-03-16,Kentucky,2.21240005,2017,2,2017,1
2017-03-16,New York,2.21240005,2017,2,2017,1
2017-03-16,North Carolina,2.21240005,2017,2,2017,1
2017-03-16,Ohio,2.21240005,2017,2,2017,1
2017-03-16,Rhode Island,2.21240005,2017,2,2017,1
2017-03-16,South Carolina,2.21240005,2017,2,2017,1
2017-03-16,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-17,South Carolina,2.21240005,2017,2,2017,1
2017-03-17,Arizona,2.21240005,2017,2,2017,1
2017-03-17,Arkansas,2.21240005,2017,2,2017,1
2017-03-17,California,2.21240005,2017,2,2017,1
2017-03-17,Connecticut,2.21240005,2017,2,2017,1
2017-03-17,Delaware,2.21240005,2017,2,2017,1
2017-03-17,Indiana,2.21240005,2017,2,2017,1
2017-03-17,Kentucky,2.21240005,2017,2,2017,1
2017-03-17,New York,2.21240005,2017,2,2017,1
2017-03-17,North Carolina,2.21240005,2017,2,2017,1
2017-03-17,Ohio,2.21240005,2017,2,2017,1
2017-03-17,Rhode Island,2.21240005,2017,2,2017,1
2017-03-17,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-20,Arizona,2.21240005,2017,2,2017,1
2017-03-20,Arkansas,2.21240005,2017,2,2017,1
2017-03-20,California,2.21240005,2017,2,2017,1
2017-03-20,Connecticut,2.21240005,2017,2,2017,1
2017-03-20,Delaware,2.21240005,2017,2,2017,1
2017-03-20,Indiana,2.21240005,2017,2,2017,1
2017-03-20,Kentucky,2.21240005,2017,2,2017,1
2017-03-20,New York,2.21240005,2017,2,2017,1
2017-03-20,North Carolina,2.21240005,2017,2,2017,1
2017-03-20,Ohio,2.21240005,2017,2,2017,1
2017-03-20,Rhode Island,2.21240005,2017,2,2017,1
2017-03-20,South Carolina,2.21240005,2017,2,2017,1
2017-03-20,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-21,Arizona,2.21240005,2017,2,2017,1
2017-03-21,Arkansas,2.21240005,2017,2,2017,1
2017-03-21,California,2.21240005,2017,2,2017,1
2017-03-21,Connecticut,2.21240005,2017,2,2017,1
2017-03-21,Delaware,2.21240005,2017,2,2017,1
2017-03-21,Indiana,2.21240005,2017,2,2017,1
2017-03-21,Kentucky,2.21240005,2017,2,2017,1
2017-03-21,New York,2.21240005,2017,2,2017,1
2017-03-21,North Carolina,2.21240005,2017,2,2017,1
2017-03-21,Ohio,2.21240005,2017,2,2017,1
2017-03-21,Rhode Island,2.21240005,2017,2,2017,1
2017-03-21,South Carolina,2.21240005,2017,2,2017,1
2017-03-21,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-22,Arizona,2.21240005,2017,2,2017,1
2017-03-22,Arkansas,2.21240005,2017,2,2017,1
2017-03-22,California,2.21240005,2017,2,2017,1
2017-03-22,Connecticut,2.21240005,2017,2,2017,1
2017-03-22,Delaware,2.21240005,2017,2,2017,1
2017-03-22,Indiana,2.21240005,2017,2,2017,1
2017-03-22,Kentucky,2.21240005,2017,2,2017,1
2017-03-22,New York,2.21240005,2017,2,2017,1
2017-03-22,North Carolina,2.21240005,2017,2,2017,1
2017-03-22,Ohio,2.21240005,2017,2,2017,1
2017-03-22,Rhode Island,2.21240005,2017,2,2017,1
2017-03-22,South Carolina,2.21240005,2017,2,2017,1
2017-03-22,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-23,Arizona,2.21240005,2017,2,2017,1
2017-03-23,Arkansas,2.21240005,2017,2,2017,1
2017-03-23,California,2.21240005,2017,2,2017,1
2017-03-23,Connecticut,2.21240005,2017,2,2017,1
2017-03-23,Delaware,2.21240005,2017,2,2017,1
2017-03-23,Indiana,2.21240005,2017,2,2017,1
2017-03-23,Kentucky,2.21240005,2017,2,2017,1
2017-03-23,New York,2.21240005,2017,2,2017,1
2017-03-23,North Carolina,2.21240005,2017,2,2017,1
2017-03-23,Ohio,2.21240005,2017,2,2017,1
2017-03-23,Rhode Island,2.21240005,2017,2,2017,1
2017-03-23,South Carolina,2.21240005,2017,2,2017,1
2017-03-23,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-24,Arizona,2.21240005,2017,2,2017,1
2017-03-24,Arkansas,2.21240005,2017,2,2017,1
2017-03-24,California,2.21240005,2017,2,2017,1
2017-03-24,Connecticut,2.21240005,2017,2,2017,1
2017-03-24,Delaware,2.21240005,2017,2,2017,1
2017-03-24,Indiana,2.21240005,2017,2,2017,1
2017-03-24,Kentucky,2.21240005,2017,2,2017,1
2017-03-24,New York,2.21240005,2017,2,2017,1
2017-03-24,North Carolina,2.21240005,2017,2,2017,1
2017-03-24,Ohio,2.21240005,2017,2,2017,1
2017-03-24,Rhode Island,2.21240005,2017,2,2017,1
2017-03-24,South Carolina,2.21240005,2017,2,2017,1
2017-03-24,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-27,Arizona,2.21240005,2017,2,2017,1
2017-03-27,Arkansas,2.21240005,2017,2,2017,1
2017-03-27,California,2.21240005,2017,2,2017,1
2017-03-27,Connecticut,2.21240005,2017,2,2017,1
2017-03-27,Delaware,2.21240005,2017,2,2017,1
2017-03-27,Indiana,2.21240005,2017,2,2017,1
2017-03-27,Kentucky,2.21240005,2017,2,2017,1
2017-03-27,New York,2.21240005,2017,2,2017,1
2017-03-27,North Carolina,2.21240005,2017,2,2017,1
2017-03-27,Ohio,2.21240005,2017,2,2017,1
2017-03-27,Rhode Island,2.21240005,2017,2,2017,1
2017-03-27,South Carolina,2.21240005,2017,2,2017,1
2017-03-27,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-28,Arizona,2.21240005,2017,2,2017,1
2017-03-28,Arkansas,2.21240005,2017,2,2017,1
2017-03-28,California,2.21240005,2017,2,2017,1
2017-03-28,Connecticut,2.21240005,2017,2,2017,1
2017-03-28,Delaware,2.21240005,2017,2,2017,1
2017-03-28,Indiana,2.21240005,2017,2,2017,1
2017-03-28,Kentucky,2.21240005,2017,2,2017,1
2017-03-28,New York,2.21240005,2017,2,2017,1
2017-03-28,North Carolina,2.21240005,2017,2,2017,1
2017-03-28,Ohio,2.21240005,2017,2,2017,1
2017-03-28,Rhode Island,2.21240005,2017,2,2017,1
2017-03-28,South Carolina,2.21240005,2017,2,2017,1
2017-03-28,Virgin Islands,2.21240005,2017,2,2017,1
2017-03-29,Arizona,2.21240005,2017,2,2017,1
2017-03-29,Arkansas,2.21240005,2017,2,2017,1
2017-03-29,California,2.21240005,2017,2,2017,1
2017-03-29,Connecticut,2.21240005,2017,2,2017,1
2017-03-29,Delaware,2.21240005,2017,2,2017,1
2017-03-29,Indiana,2.21240005,2017,2,2017,1
2017-03-29,Kentucky,2.21240005,2017,2,2017,1
2017-03-29,New York,2.21240005,2017,2,2017,1
2017-03-29,North Carolina,2.21240005,2017,2,2017,1
2017-03-29,Ohio,2.21240005,2017,2,2017,1
2017-03-29,Rhode Island,2.21240005,2017,2,2017,1
2017-03-29,South Carolina,2.21240005,2017,2,2017,1
2017-03-29,Virgin Islands,2.21240005,2017,2,2017,1
