Record Date,State,Interest Rate Percent,Record Fiscal Year,Record Fiscal Quarter,Record Calendar Year,Record Calendar Month
2020-03-06,California,2.40870090,2020,2,2020,1
2020-03-06,Connecticut,2.40870090,2020,2,2020,1
2020-03-06,Delaware,2.40870090,2020,2,2020,1
2020-03-06,Indiana,2.40870090,2020,2,2020,1
2020-03-06,Kentucky,2.40870090,2020,2,2020,1
2020-03-06,New York,2.40870090,2020,2,2020,1
2020-03-06,North Carolina,2.40870090,2020,2,2020,1
2020-03-06,Ohio,2.40870090,2020,2,2020,1
2020-03-06,Rhode Island,2.40870090,2020,2,2020,1
2020-03-06,South Carolina,2.40870090,2020,2,2020,1
2020-03-06,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-09,Arizona,2.40870090,2020,2,2020,1
2020-03-09,Arkansas,2.40870090,2020,2,2020,1
2020-03-09,California,2.40870090,2020,2,2020,1
2020-03-09,Connecticut,2.40870090,2020,2,2020,1
2020-03-09,Delaware,2.40870090,2020,2,2020,1
2020-03-09,Indiana,2.40870090,2020,2,2020,1
2020-03-09,Kentucky,2.40870090,2020,2,2020,1
2020-03-09,New York,2.40870090,2020,2,2020,1
2020-03-09,North Carolina,2.40870090,2020,2,2020,1
2020-03-09,Ohio,2.40870090,2020,2,2020,1
2020-03-09,Rhode Island,2.40870090,2020,2,2020,1
2020-03-09,South Carolina,2.40870090,2020,2,2020,1
2020-03-09,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-10,Arizona,2.40870090,2020,2,2020,1
2020-03-10,Arkansas,2.40870090,2020,2,2020,1
2020-03-10,California,2.40870090,2020,2,2020,1
2020-03-10,Connecticut,2.40870090,2020,2,2020,1
2020-03-10,Delaware,2.40870090,2020,2,2020,1
2020-03-10,Indiana,2.40870090,2020,2,2020,1
2020-03-10,Kentucky,2.40870090,2020,2,2020,1
2020-03-10,New York,2.40870090,2020,2,2020,1
2020-03-10,North Carolina,2.40870090,2020,2,2020,1
2020-03-10,Ohio,2.40870090,2020,2,2020,1
2020-03-10,Rhode Island,2.40870090,2020,2,2020,1
2020-03-10,South Carolina,2.40870090,2020,2,2020,1
2020-03-10,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-11,Arizona,2.40870090,2020,2,2020,1
2020-03-11,Arkansas,2.40870090,2020,2,2020,1
2020-03-11,California,2.40870090,2020,2,2020,1
2020-03-11,Connecticut,2.40870090,2020,2,2020,1
2020-03-11,Delaware,2.40870090,2020,2,2020,1
2020-03-11,Indiana,2.40870090,2020,2,2020,1
2020-03-11,Kentucky,2.40870090,2020,2,2020,1
2020-03-11,New York,2.40870090,2020,2,2020,1
2020-03-11,North Carolina,2.40870090,2020,2,2020,1
2020-03-11,Ohio,2.40870090,2020,2,2020,1
2020-03-11,Rhode Island,2.40870090,2020,2,2020,1
2020-03-11,South Carolina,2.40870090,2020,2,2020,1
2020-03-11,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-12,Arizona,2.40870090,2020,2,2020,1
2020-03-12,Arkansas,2.40870090,2020,2,2020,1
2020-03-12,California,2.40870090,2020,2,2020,1
2020-03-12,Connecticut,2.40870090,2020,2,2020,1
2020-03-12,Delaware,2.40870090,2020,2,2020,1
2020-03-12,Indiana,2.40870090,2020,2,2020,1
2020-03-12,Kentucky,2.40870090,2020,2,2020,1
2020-03-12,New York,2.40870090,2020,2,2020,1
2020-03-12,North Carolina,2.40870090,2020,2,2020,1
2020-03-12,Ohio,2.40870090,2020,2,2020,1
2020-03-12,Rhode Island,2.40870090,2020,2,2020,1
2020-03-12,South Carolina,2.40870090,2020,2,2020,1
2020-03-12,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-13,Arizona,2.40870090,2020,2,2020,1
2020-03-13,Arkansas,2.40870090,2020,2,2020,1
2020-03-13,California,2.40870090,2020,2,2020,1
2020-03-13,Connecticut,2.40870090,2020,2,2020,1
2020-03-13,Delaware,2.40870090,2020,2,2020,1
2020-03-13,Indiana,2.40870090,2020,2,2020,1
2020-03-13,Kentucky,2.40870090,2020,2,2020,1
2020-03-13,New York,2.40870090,2020,2,2020,1
2020-03-13,North Carolina,2.40870090,2020,2,2020,1
2020-03-13,Ohio,2.40870090,2020,2,2020,1
2020-03-13,Rhode Island,2.40870090,2020,2,2020,1
2020-03-13,South Carolina,2.40870090,2020,2,2020,1
2020-03-13,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-16,Arizona,2.40870090,2020,2,2020,1
2020-03-16,Arkansas,2.40870090,2020,2,2020,1
2020-03-16,California,2.40870090,2020,2,2020,1
2020-03-16,Connecticut,2.40870090,2020,2,2020,1
2020-03-16,Delaware,2.40870090,2020,2,2020,1
2020-03-16,Indiana,2.40870090,2020,2,2020,1
2020-03-16,Kentucky,2.40870090,2020,2,2020,1
2020-03-16,New York,2.40870090,2020,2,2020,1
2020-03-16,North Carolina,2.40870090,2020,2,2020,1
2020-03-16,Ohio,2.40870090,2020,2,2020,1
2020-03-16,Rhode Island,2.40870090,2020,2,2020,1
2020-03-16,South Carolina,2.40870090,2020,2,2020,1
2020-03-16,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-17,Arizona,2.40870090,2020,2,2020,1
2020-03-17,Arkansas,2.40870090,2020,2,2020,1
2020-03-17,California,2.40870090,2020,2,2020,1
2020-03-17,Connecticut,2.40870090,2020,2,2020,1
2020-03-17,Delaware,2.40870090,2020,2,2020,1
2020-03-17,Indiana,2.40870090,2020,2,2020,1
2020-03-17,Kentucky,2.40870090,2020,2,2020,1
2020-03-17,New York,2.40870090,2020,2,2020,1
2020-03-17,North Carolina,2.40870090,2020,2,2020,1
2020-03-17,Ohio,2.40870090,2020,2,2020,1
2020-03-17,Rhode Island,2.40870090,2020,2,2020,1
2020-03-17,South Carolina,2.40870090,2020,2,2020,1
2020-03-17,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-18,Arizona,2.40870090,2020,2,2020,1
2020-03-18,Arkansas,2.40870090,2020,2,2020,1
2020-03-18,California,2.40870090,2020,2,2020,1
2020-03-18,Connecticut,2.40870090,2020,2,2020,1
2020-03-18,Delaware,2.40870090,2020,2,2020,1
2020-03-18,Indiana,2.40870090,2020,2,2020,1
2020-03-18,Kentucky,2.40870090,2020,2,2020,1
2020-03-18,New York,2.40870090,2020,2,2020,1
2020-03-18,North Carolina,2.40870090,2020,2,2020,1
2020-03-18,Ohio,2.40870090,2020,2,2020,1
2020-03-18,Rhode Island,2.40870090,2020,2,2020,1
2020-03-18,South Carolina,2.40870090,2020,2,2020,1
2020-03-18,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-19,Arizona,2.40870090,2020,2,2020,1
2020-03-19,Arkansas,2.40870090,2020,2,2020,1
2020-03-19,California,2.40870090,2020,2,2020,1
2020-03-19,Connecticut,2.40870090,2020,2,2020,1
2020-03-19,Delaware,2.40870090,2020,2,2020,1
2020-03-19,Indiana,2.40870090,2020,2,2020,1
2020-03-19,Kentucky,2.40870090,2020,2,2020,1
2020-03-19,New York,2.40870090,2020,2,2020,1
2020-03-19,North Carolina,2.40870090,2020,2,2020,1
2020-03-19,Ohio,2.40870090,2020,2,2020,1
2020-03-19,Rhode Island,2.40870090,2020,2,2020,1
2020-03-19,South Carolina,2.40870090,2020,2,2020,1
2020-03-19,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-20,Arizona,2.40870090,2020,2,2020,1
2020-03-20,Arkansas,2.40870090,2020,2,2020,1
2020-03-20,California,2.40870090,2020,2,2020,1
2020-03-20,Connecticut,2.40870090,2020,2,2020,1
2020-03-20,Delaware,2.40870090,2020,2,2020,1
2020-03-20,Indiana,2.40870090,2020,2,2020,1
2020-03-20,Kentucky,2.40870090,2020,2,2020,1
2020-03-20,New York,2.40870090,2020,2,2020,1
2020-03-20,North Carolina,2.40870090,2020,2,2020,1
2020-03-20,Ohio,2.40870090,2020,2,2020,1
2020-03-20,Rhode Island,2.40870090,2020,2,2020,1
2020-03-20,South Carolina,2.40870090,2020,2,2020,1
2020-03-20,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-23,Arizona,2.40870090,2020,2,2020,1
2020-03-23,Arkansas,2.40870090,2020,2,2020,1
2020-03-23,California,2.40870090,2020,2,2020,1
2020-03-23,Connecticut,2.40870090,2020,2,2020,1
2020-03-23,Delaware,2.40870090,2020,2,2020,1
2020-03-23,Indiana,2.40870090,2020,2,2020,1
2020-03-23,Kentucky,2.40870090,2020,2,2020,1
2020-03-23,New York,2.40870090,2020,2,2020,1
2020-03-23,North Carolina,2.40870090,2020,2,2020,1
2020-03-23,Ohio,2.40870090,2020,2,2020,1
2020-03-23,Rhode Island,2.40870090,2020,2,2020,1
2020-03-23,South Carolina,2.40870090,2020,2,2020,1
2020-03-23,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-24,Arizona,2.40870090,2020,2,2020,1
2020-03-24,Arkansas,2.40870090,2020,2,2020,1
2020-03-24,California,2.40870090,2020,2,2020,1
2020-03-24,Connecticut,2.40870090,2020,2,2020,1
2020-03-24,Delaware,2.40870090,2020,2,2020,1
2020-03-24,Indiana,2.40870090,2020,2,2020,1
2020-03-24,Kentucky,2.40870090,2020,2,2020,1
2020-03-24,New York,2.40870090,2020,2,2020,1
2020-03-24,North Carolina,2.40870090,2020,2,2020,1
2020-03-24,Ohio,2.40870090,2020,2,2020,1
2020-03-24,Rhode Island,2.40870090,2020,2,2020,1
2020-03-24,South Carolina,2.40870090,2020,2,2020,1
2020-03-24,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-25,Arizona,2.40870090,2020,2,2020,1
2020-03-25,Arkansas,2.40870090,2020,2,2020,1
2020-03-25,California,2.40870090,2020,2,2020,1
2020-03-25,Connecticut,2.40870090,2020,2,2020,1
2020-03-25,Delaware,2.40870090,2020,2,2020,1
2020-03-25,Indiana,2.40870090,2020,2,2020,1
2020-03-25,Kentucky,2.40870090,2020,2,2020,1
2020-03-25,New York,2.40870090,2020,2,2020,1
2020-03-25,North Carolina,2.40870090,2020,2,2020,1
2020-03-25,Ohio,2.40870090,2020,2,2020,1
2020-03-25,Rhode Island,2.40870090,2020,2,2020,1
2020-03-25,South Carolina,2.40870090,2020,2,2020,1
2020-03-25,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-26,Arizona,2.40870090,2020,2,2020,1
2020-03-26,Arkansas,2.40870090,2020,2,2020,1
2020-03-26,California,2.40870090,2020,2,2020,1
2020-03-26,Connecticut,2.40870090,2020,2,2020,1
2020-03-26,Delaware,2.40870090,2020,2,2020,1
2020-03-26,Indiana,2.40870090,2020,2,2020,1
2020-03-26,Kentucky,2.40870090,2020,2,2020,1
2020-03-26,New York,2.40870090,2020,2,2020,1
2020-03-26,North Carolina,2.40870090,2020,2,2020,1
2020-03-26,Ohio,2.40870090,2020,2,2020,1
2020-03-26,Rhode Island,2.40870090,2020,2,2020,1
2020-03-26,South Carolina,2.40870090,2020,2,2020,1
2020-03-26,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-27,Arizona,2.40870090,2020,2,2020,1
2020-03-27,Arkansas,2.40870090,2020,2,2020,1
2020-03-27,California,2.40870090,2020,2,2020,1
2020-03-27,Connecticut,2.40870090,2020,2,2020,1
2020-03-27,Delaware,2.40870090,2020,2,2020,1
2020-03-27,Indiana,2.40870090,2020,2,2020,1
2020-03-27,Kentucky,2.40870090,2020,2,2020,1
2020-03-27,New York,2.40870090,2020,2,2020,1
2020-03-27,North Carolina,2.40870090,2020,2,2020,1
2020-03-27,Ohio,2.40870090,2020,2,2020,1
2020-03-27,Rhode Island,2.40870090,2020,2,2020,1
2020-03-27,South Carolina,2.40870090,2020,2,2020,1
2020-03-27,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-30,Arizona,2.40870090,2020,2,2020,1
2020-03-30,Arkansas,2.40870090,2020,2,2020,1
2020-03-30,California,2.40870090,2020,2,2020,1
2020-03-30,Connecticut,2.40870090,2020,2,2020,1
2020-03-30,Delaware,2.40870090,2020,2,2020,1
2020-03-30,Indiana,2.40870090,2020,2,2020,1
2020-03-30,Kentucky,2.40870090,2020,2,2020,1
2020-03-30,New York,2.40870090,2020,2,2020,1
2020-03-30,North Carolina,2.40870090,2020,2,2020,1
2020-03-30,Ohio,2.40870090,2020,2,2020,1
2020-03-30,Rhode Island,2.40870090,2020,2,2020,1
2020-03-30,South Carolina,2.40870090,2020,2,2020,1
2020-03-30,Virgin Islands,2.40870090,2020,2,2020,1
2020-03-31,Arizona,2.40870090,2020,2,2020,1
2020-03-31,Arkansas,2.40870090,2020,2,2020,1
2020-03-31,California,2.40870090,2020,2,2020,1
2020-03-31,Connecticut,2.40870090,2020,2,2020,1
2020-03-31,Delaware,2.40870090,2020,2,2020,1
2020-03-31,Indiana,2.40870090,2020,2,2020,1
2020-03-31,Kentucky,2.40870090,2020,2,2020,1
2020-03-31,New York,2.40870090,2020,2,2020,1
2020-03-31,North Carolina,2.40870090,2020,2,2020,1
2020-03-31,Ohio,2.40870090,2020,2,2020,1
2020-03-31,Rhode Island,2.40870090,2020,2,2020,1
2020-03-31,South Carolina,2.40870090,2020,2,2020,1
2020-03-31,Virgin Islands,2.40870090,2020,2,2020,1
2020-04-01,Arizona,2.40870090,2020,3,2020,2
2020-04-01,Arkansas,2.40870090,2020,3,2020,2
2020-04-01,California,2.40870090,2020,3,2020,2
2020-04-01,Connecticut,2.40870090,2020,3,2020,2
2020-04-01,Delaware,2.40870090,2020,3,2020,2
2020-04-01,Indiana,2.40870090,2020,3,2020,2
2020-04-01,Kentucky,2.40870090,2020,3,2020,2
2020-04-01,New York,2.40870090,2020,3,2020,2
2020-04-01,North Carolina,2.40870090,2020,3,2020,2
2020-04-01,Ohio,2.40870090,2020,3,2020,2
2020-04-01,Rhode Island,2.40870090,2020,3,2020,2
2020-04-01,South Carolina,2.40870090,2020,3,2020,2
2020-04-01,Virgin Islands,2.40870090,2020,3,2020,2
2020-04-02,Arizona,2.40870090,2020,3,2020,2
2020-04-02,Arkansas,2.40870090,2020,3,2020,2
2020-04-02,California,2.40870090,2020,3,2020,2
2020-04-02,Connecticut,2.40870090,2020,3,2020,2
2020-04-02,Delaware,2.40870090,2020,3,2020,2
2020-04-02,Indiana,2.40870090,2020,3,2020,2
2020-04-02,Kentucky,2.40870090,2020,3,2020,2
2020-04-02,New York,2.40870090,2020,3,2020,2
2020-04-02,North Carolina,2.40870090,2020,3,2020,2
2020-04-02,Ohio,2.40870090,2020,3,2020,2
2020-04-02,Rhode Island,2.40870090,2020,3,2020,2
2020-04-02,South Carolina,2.40870090,2020,3,2020,2
2020-04-02,Virgin Islands,2.40870090,2020,3,2020,2
2020-04-03,Arizona,2.40870090,2020,3,2020,2
2020-04-03,Arkansas,2.40870090,2020,3,2020,2
2020-04-03,California,2.40870090,2020,3,2020,2
2020-04-03,Connecticut,2.40870090,2020,3,2020,2
2020-04-03,Delaware,2.40870090,2020,3,2020,2
2020-04-03,Indiana,2.40870090,2020,3,2020,2
2020-04-03,Indiana,2.40870090,2020,3,2020,2
2020-04-03,Kentucky,2.40870090,2020,3,2020,2
2020-04-03,New York,2.40870090,2020,3,2020,2
2020-04-03,North Carolina,2.40870090,2020,3,2020,2
2020-04-03,Ohio,2.40870090,2020,3,2020,2
2020-04-03,Rhode Island,2.40870090,2020,3,2020,2
2020-04-03,South Carolina,2.40870090,2020,3,2020,2
2020-04-03,Virgin Islands,2.40870090,2020,3,2020,2
2020-04-06,Arizona,2.40870090,2020,3,2020,2
2020-04-06,Arkansas,2.40870090,2020,3,2020,2
2020-04-06,California,2.40870090,2020,3,2020,2
2020-04-06,Connecticut,2.40870090,2020,3,2020,2
2020-04-06,Delaware,2.40870090,2020,3,2020,2
2020-04-06,Indiana,2.40870090,2020,3,2020,2
2020-04-06,Indiana,2.40870090,2020,3,2020,2
2020-04-06,Kentucky,2.40870090,2020,3,2020,2
2020-04-06,New York,2.40870090,2020,3,2020,2
2020-04-06,North Carolina,2.40870090,2020,3,2020,2
2020-04-06,Ohio,2.40870090,2020,3,2020,2
2020-04-06,Rhode Island,2.40870090,2020,3,2020,2
2020-04-06,South Carolina,2.40870090,2020,3,2020,2
2020-04-06,Virgin Islands,2.40870090,2020,3,2020,2
2020-04-07,Arizona,2.40870090,2020,3,2020,2
2020-04-07,Arkansas,2.40870090,2020,3,2020,2
2020-04-07,California,2.40870090,2020,3,2020,2
2020-04-07,Connecticut,2.40870090,2020,3,2020,2
2020-04-07,Delaware,2.40870090,2020,3,2020,2
2020-04-07,Illinois,2.40870090,2020,3,2020,2
2020-04-07,Indiana,2.40870090,2020,3,2020,2
2020-04-07,Kentucky,2.40870090,2020,3,2020,2
2020-04-07,New York,2.40870090,2020,3,2020,2
2020-04-07,North Carolina,2.40870090,2020,3,2020,2
2020-04-07,Ohio,2.40870090,2020,3,2020,2
2020-04-07,Rhode Island,2.40870090,2020,3,2020,2
2020-04-07,South Carolina,2.40870090,2020,3,2020,2
2020-04-07,Virgin Islands,2.40870090,2020,3,2020,2
2020-04-08,Arizona,2.40870090,2020,3,2020,2
2020-04-08,Arkansas,2.40870090,2020,3,2020,2
2020-04-08,California,2.40870090,2020,3,2020,2
2020-04-08,Connecticut,2.40870090,2020,3,2020,2
2020-04-08,Delaware,2.40870090,2020,3,2020,2
2020-04-08,Illinois,2.40870090,2020,3,2020,2
2020-04-08,Indiana,2.40870090,2020,3,2020,2
2020-04-08,Kentucky,2.40870090,2020,3,2020,2
2020-04-08,New York,2.40870090,2020,3,2020,2
2020-04-08,North Carolina,2.40870090,2020,3,2020,2
2020-04-08,Ohio,2.40870090,2020,3,2020,2
2020-04-08,Rhode Island,2.40870090,2020,3,2020,2
2020-04-08,South Carolina,2.40870090,2020,3,2020,2
2020-04-08,Virgin Islands,2.40870090,2020,3,2020,2
2020-04-09,Arizona,2.40870090,2020,3,2020,2
2020-04-09,Arkansas,2.40870090,2020,3,2020,2
2020-04-09,California,2.40870090,2020,3,2020,2
2020-04-09,Connecticut,2.40870090,2020,3,2020,2
2020-04-09,Delaware,2.40870090,2020,3,2020,2
2020-04-09,Illinois,2.40870090,2020,3,2020,2
2020-04-09,Indiana,2.40870090,2020,3,2020,2
2020-04-09,Kentucky,2.40870090,2020,3,2020,2
2020-04-09,New York,2.40870090,2020,3,2020,2
2020-04-09,North Carolina,2.40870090,2020,3,2020,2
2020-04-09,Ohio,2.40870090,2020,3,2020,2
2020-04-09,Rhode Island,2.40870090,2020,3,2020,2
2020-04-09,South Carolina,2.40870090,2020,3,2020,2
2020-04-09,Virgin Islands,2.40870090,2020,3,2020,2
2020-04-10,Arizona,2.40870090,2020,3,2020,2
2020-04-10,Arkansas,2.40870090,2020,3,2020,2
2020-04-10,California,2.40870090,2020,3,2020,2
2020-04-10,Connecticut,2.40870090,2020,3,2020,2
2020-04-10,Delaware,2.40870090,2020,3,2020,2
2020-04-10,Illinois,2.40870090,2020,3,2020,2
2020-04-10,Indiana,2.40870090,2020,3,2020,2
2020-04-10,Kentucky,2.40870090,2020,3,2020,2
2020-04-10,New York,2.40870090,2020,3,2020,2
2020-04-10,North Carolina,2.40870090,2020,3,2020,2
2020-04-10,Ohio,2.40870090,2020,3,2020,2
2020-04-10,Rhode Island,2.40870090,2020,3,2020,2
2020-04-10,South Carolina,2.40870090,2020,3,2020,2
2020-04-10,Virgin Islands,2.40870090,2020,3,2020,2
2020-04-13,Arizona,2.40870090,2020,3,2020,2
2020-04-13,Arkansas,2.40870090,2020,3,2020,2
2020-04-13,California,2.40870090,2020,3,2020,2
2020-04-13,Connecticut,2.40870090,2020,3,2020,2
2020-04-13,Delaware,2.40870090,2020,3,2020,2
2020-04-13,Illinois,2.40870090,2020,3,2020,2
2020-04-13,Indiana,2.40870090,2020,3,2020,2
2020-04-13,Kentucky,2.40870090,2020,3,2020,2
2020-04-13,New York,2.40870090,2020,3,2020,2
2020-04-13,North Carolina,2.40870090,2020,3,2020,2
2020-04-13,Ohio,2.40870090,2020,3,2020,2
2020-04-13,Rhode Island,2.40870090,2020,3,2020,2
2020-04-13,South Carolina,2.40870090,2020,3,2020,2
2020-04-13,Virgin Islands,2.40870090,2020,3,2020,2
2020-04-14,Arizona,2.40870090,2020,3,2020,2
2020-04-14,Arkansas,2.40870090,2020,3,2020,2
2020-04-14,California,2.40870090,2020,3,2020,2
2020-04-14,Connecticut,2.40870090,2020,3,2020,2
2020-04-14,Delaware,2.40870090,2020,3,2020,2
2020-04-14,Illinois,2.40870090,2020,3,2020,2
2020-04-14,Indiana,2.40870090,2020,3,2020,2
2020-04-14,Kentucky,2.40870090,2020,3,2020,2
2020-04-14,New York,2.40870090,2020,3,2020,2
2020-04-14,North Carolina,2.40870090,2020,3,2020,2
2020-04-14,Ohio,2.40870090,2020,3,2020,2
2020-04-14,Rhode Island,2.40870090,2020,3,2020,2
2020-04-14,South Carolina,2.40870090,2020,3,2020,2
2020-04-14,Virgin Islands,2.40870090,2020,3,2020,2
2020-04-15,Arizona,2.40870090,2020,3,2020,2
2020-04-15,Arkansas,2.40870090,2020,3,2020,2
2020-04-15,California,2.40870090,2020,3,2020,2
