Record Date,State,Interest Rate Percent,Record Fiscal Year,Record Fiscal Quarter,Record Calendar Year,Record Calendar Month
2020-06-22,Virgin Islands,2.40870090,2020,3,2020,2
2020-06-22,West Virginia,2.40870090,2020,3,2020,2
2020-06-23,California,2.40870090,2020,3,2020,2
2020-06-23,Colorado,2.40870090,2020,3,2020,2
2020-06-23,Connecticut,2.40870090,2020,3,2020,2
2020-06-23,Hawaii,2.40870090,2020,3,2020,2
2020-06-23,Illinois,2.40870090,2020,3,2020,2
2020-06-23,Kentucky,2.40870090,2020,3,2020,2
2020-06-23,Massachusetts,2.40870090,2020,3,2020,2
2020-06-23,New York,2.40870090,2020,3,2020,2
2020-06-23,Ohio,2.40870090,2020,3,2020,2
2020-06-23,Texas,2.40870090,2020,3,2020,2
2020-06-23,Virgin Islands,2.40870090,2020,3,2020,2
2020-06-23,West Virginia,2.40870090,2020,3,2020,2
2020-06-24,California,2.40870090,2020,3,2020,2
2020-06-24,Colorado,2.40870090,2020,3,2020,2
2020-06-24,Connecticut,2.40870090,2020,3,2020,2
2020-06-24,Hawaii,2.40870090,2020,3,2020,2
2020-06-24,Illinois,2.40870090,2020,3,2020,2
2020-06-24,Kentucky,2.40870090,2020,3,2020,2
2020-06-24,Massachusetts,2.40870090,2020,3,2020,2
2020-06-24,New York,2.40870090,2020,3,2020,2
2020-06-24,Ohio,2.40870090,2020,3,2020,2
2020-06-24,Texas,2.40870090,2020,3,2020,2
2020-06-24,Virgin Islands,2.40870090,2020,3,2020,2
2020-06-24,West Virginia,2.40870090,2020,3,2020,2
2020-06-25,California,2.40870090,2020,3,2020,2
2020-06-25,Colorado,2.40870090,2020,3,2020,2
2020-06-25,Connecticut,2.40870090,2020,3,2020,2
2020-06-25,Hawaii,2.40870090,2020,3,2020,2
2020-06-25,Illinois,2.40870090,2020,3,2020,2
2020-06-25,Kentucky,2.40870090,2020,3,2020,2
2020-06-25,Massachusetts,2.40870090,2020,3,2020,2
2020-06-25,New York,2.40870090,2020,3,2020,2
2020-06-25,Ohio,2.40870090,2020,3,2020,2
2020-06-25,Texas,2.40870090,2020,3,2020,2
2020-06-25,Virgin Islands,2.40870090,2020,3,2020,2
2020-06-25,West Virginia,2.40870090,2020,3,2020,2
2020-06-26,California,2.40870090,2020,3,2020,2
2020-06-26,Colorado,2.40870090,2020,3,2020,2
2020-06-26,Connecticut,2.40870090,2020,3,2020,2
2020-06-26,Hawaii,2.40870090,2020,3,2020,2
2020-06-26,Illinois,2.40870090,2020,3,2020,2
2020-06-26,Kentucky,2.40870090,2020,3,2020,2
2020-06-26,Massachusetts,2.40870090,2020,3,2020,2
2020-06-26,New York,2.40870090,2020,3,2020,2
2020-06-26,Ohio,2.40870090,2020,3,2020,2
2020-06-26,Texas,2.40870090,2020,3,2020,2
2020-06-26,Virgin Islands,2.40870090,2020,3,2020,2
2020-06-26,West Virginia,2.40870090,2020,3,2020,2
2020-06-29,California,2.40870090,2020,3,2020,2
2020-06-29,Colorado,2.40870090,2020,3,2020,2
2020-06-29,Connecticut,2.40870090,2020,3,2020,2
2020-06-29,Hawaii,2.40870090,2020,3,2020,2
2020-06-29,Illinois,2.40870090,2020,3,2020,2
2020-06-29,Kentucky,2.40870090,2020,3,2020,2
2020-06-29,Massachusetts,2.40870090,2020,3,2020,2
2020-06-29,New York,2.40870090,2020,3,2020,2
2020-06-29,Ohio,2.40870090,2020,3,2020,2
2020-06-29,Texas,2.40870090,2020,3,2020,2
2020-06-29,Virgin Islands,2.40870090,2020,3,2020,2
2020-06-29,West Virginia,2.40870090,2020,3,2020,2
2020-06-30,California,2.40870090,2020,3,2020,2
2020-06-30,Colorado,2.40870090,2020,3,2020,2
2020-06-30,Connecticut,2.40870090,2020,3,2020,2
2020-06-30,Hawaii,2.40870090,2020,3,2020,2
2020-06-30,Illinois,2.40870090,2020,3,2020,2
2020-06-30,Kentucky,2.40870090,2020,3,2020,2
2020-06-30,Massachusetts,2.40870090,2020,3,2020,2
2020-06-30,New York,2.40870090,2020,3,2020,2
2020-06-30,Ohio,2.40870090,2020,3,2020,2
2020-06-30,Texas,2.40870090,2020,3,2020,2
2020-06-30,Virgin Islands,2.40870090,2020,3,2020,2
2020-06-30,West Virginia,2.40870090,2020,3,2020,2
2020-07-01,California,2.40870090,2020,4,2020,3
2020-07-01,Colorado,2.40870090,2020,4,2020,3
2020-07-01,Delaware,2.40870090,2020,4,2020,3
2020-07-01,Hawaii,2.40870090,2020,4,2020,3
2020-07-01,Illinois,2.40870090,2020,4,2020,3
2020-07-01,Kentucky,2.40870090,2020,4,2020,3
2020-07-01,Massachusetts,2.40870090,2020,4,2020,3
2020-07-01,Minnesota,2.40870090,2020,4,2020,3
2020-07-01,New York,2.40870090,2020,4,2020,3
2020-07-01,Ohio,2.40870090,2020,4,2020,3
2020-07-01,Texas,2.40870090,2020,4,2020,3
2020-07-01,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-01,West Virginia,2.40870090,2020,4,2020,3
2020-07-03,California,2.40870090,2020,4,2020,3
2020-07-03,Colorado,2.40870090,2020,4,2020,3
2020-07-03,Delaware,2.40870090,2020,4,2020,3
2020-07-03,Hawaii,2.40870090,2020,4,2020,3
2020-07-03,Illinois,2.40870090,2020,4,2020,3
2020-07-03,Kentucky,2.40870090,2020,4,2020,3
2020-07-03,Massachusetts,2.40870090,2020,4,2020,3
2020-07-03,Minnesota,2.40870090,2020,4,2020,3
2020-07-03,New York,2.40870090,2020,4,2020,3
2020-07-03,Ohio,2.40870090,2020,4,2020,3
2020-07-03,Texas,2.40870090,2020,4,2020,3
2020-07-03,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-03,West Virginia,2.40870090,2020,4,2020,3
2020-07-06,California,2.40870090,2020,4,2020,3
2020-07-06,Colorado,2.40870090,2020,4,2020,3
2020-07-06,Delaware,2.40870090,2020,4,2020,3
2020-07-06,Hawaii,2.40870090,2020,4,2020,3
2020-07-06,Illinois,2.40870090,2020,4,2020,3
2020-07-06,Kentucky,2.40870090,2020,4,2020,3
2020-07-06,Massachusetts,2.40870090,2020,4,2020,3
2020-07-06,Minnesota,2.40870090,2020,4,2020,3
2020-07-06,New York,2.40870090,2020,4,2020,3
2020-07-06,Ohio,2.40870090,2020,4,2020,3
2020-07-06,Texas,2.40870090,2020,4,2020,3
2020-07-06,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-06,West Virginia,2.40870090,2020,4,2020,3
2020-07-07,California,2.40870090,2020,4,2020,3
2020-07-07,Colorado,2.40870090,2020,4,2020,3
2020-07-07,Delaware,2.40870090,2020,4,2020,3
2020-07-07,Hawaii,2.40870090,2020,4,2020,3
2020-07-07,Illinois,2.40870090,2020,4,2020,3
2020-07-07,Kentucky,2.40870090,2020,4,2020,3
2020-07-07,Massachusetts,2.40870090,2020,4,2020,3
2020-07-07,Minnesota,2.40870090,2020,4,2020,3
2020-07-07,New York,2.40870090,2020,4,2020,3
2020-07-07,Ohio,2.40870090,2020,4,2020,3
2020-07-07,Texas,2.40870090,2020,4,2020,3
2020-07-07,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-07,West Virginia,2.40870090,2020,4,2020,3
2020-07-09,California,2.40870090,2020,4,2020,3
2020-07-09,Colorado,2.40870090,2020,4,2020,3
2020-07-09,Delaware,2.40870090,2020,4,2020,3
2020-07-09,Hawaii,2.40870090,2020,4,2020,3
2020-07-09,Illinois,2.40870090,2020,4,2020,3
2020-07-09,Kentucky,2.40870090,2020,4,2020,3
2020-07-09,Massachusetts,2.40870090,2020,4,2020,3
2020-07-09,Minnesota,2.40870090,2020,4,2020,3
2020-07-09,New York,2.40870090,2020,4,2020,3
2020-07-09,Ohio,2.40870090,2020,4,2020,3
2020-07-09,Texas,2.40870090,2020,4,2020,3
2020-07-09,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-09,West Virginia,2.40870090,2020,4,2020,3
2020-07-10,California,2.40870090,2020,4,2020,3
2020-07-10,Colorado,2.40870090,2020,4,2020,3
2020-07-10,Delaware,2.40870090,2020,4,2020,3
2020-07-10,Hawaii,2.40870090,2020,4,2020,3
2020-07-10,Illinois,2.40870090,2020,4,2020,3
2020-07-10,Kentucky,2.40870090,2020,4,2020,3
2020-07-10,Massachusetts,2.40870090,2020,4,2020,3
2020-07-10,Minnesota,2.40870090,2020,4,2020,3
2020-07-10,New York,2.40870090,2020,4,2020,3
2020-07-10,Ohio,2.40870090,2020,4,2020,3
2020-07-10,Texas,2.40870090,2020,4,2020,3
2020-07-10,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-10,West Virginia,2.40870090,2020,4,2020,3
2020-07-13,California,2.40870090,2020,4,2020,3
2020-07-13,Colorado,2.40870090,2020,4,2020,3
2020-07-13,Delaware,2.40870090,2020,4,2020,3
2020-07-13,Hawaii,2.40870090,2020,4,2020,3
2020-07-13,Illinois,2.40870090,2020,4,2020,3
2020-07-13,Kentucky,2.40870090,2020,4,2020,3
2020-07-13,Massachusetts,2.40870090,2020,4,2020,3
2020-07-13,Minnesota,2.40870090,2020,4,2020,3
2020-07-13,New York,2.40870090,2020,4,2020,3
2020-07-13,Ohio,2.40870090,2020,4,2020,3
2020-07-13,Texas,2.40870090,2020,4,2020,3
2020-07-13,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-13,West Virginia,2.40870090,2020,4,2020,3
2020-07-14,California,2.40870090,2020,4,2020,3
2020-07-14,Colorado,2.40870090,2020,4,2020,3
2020-07-14,Delaware,2.40870090,2020,4,2020,3
2020-07-14,Hawaii,2.40870090,2020,4,2020,3
2020-07-14,Illinois,2.40870090,2020,4,2020,3
2020-07-14,Kentucky,2.40870090,2020,4,2020,3
2020-07-14,Massachusetts,2.40870090,2020,4,2020,3
2020-07-14,Minnesota,2.40870090,2020,4,2020,3
2020-07-14,New York,2.40870090,2020,4,2020,3
2020-07-14,Ohio,2.40870090,2020,4,2020,3
2020-07-14,Texas,2.40870090,2020,4,2020,3
2020-07-14,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-14,West Virginia,2.40870090,2020,4,2020,3
2020-07-15,California,2.40870090,2020,4,2020,3
2020-07-15,Colorado,2.40870090,2020,4,2020,3
2020-07-15,Delaware,2.40870090,2020,4,2020,3
2020-07-15,Hawaii,2.40870090,2020,4,2020,3
2020-07-15,Illinois,2.40870090,2020,4,2020,3
2020-07-15,Kentucky,2.40870090,2020,4,2020,3
2020-07-15,Massachusetts,2.40870090,2020,4,2020,3
2020-07-15,Minnesota,2.40870090,2020,4,2020,3
2020-07-15,New York,2.40870090,2020,4,2020,3
2020-07-15,Ohio,2.40870090,2020,4,2020,3
2020-07-15,Texas,2.40870090,2020,4,2020,3
2020-07-15,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-15,West Virginia,2.40870090,2020,4,2020,3
2020-07-16,California,2.40870090,2020,4,2020,3
2020-07-16,Colorado,2.40870090,2020,4,2020,3
2020-07-16,Delaware,2.40870090,2020,4,2020,3
2020-07-16,Hawaii,2.40870090,2020,4,2020,3
2020-07-16,Illinois,2.40870090,2020,4,2020,3
2020-07-16,Kentucky,2.40870090,2020,4,2020,3
2020-07-16,Massachusetts,2.40870090,2020,4,2020,3
2020-07-16,Minnesota,2.40870090,2020,4,2020,3
2020-07-16,New York,2.40870090,2020,4,2020,3
2020-07-16,Ohio,2.40870090,2020,4,2020,3
2020-07-16,Texas,2.40870090,2020,4,2020,3
2020-07-16,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-16,West Virginia,2.40870090,2020,4,2020,3
2020-07-17,California,2.40870090,2020,4,2020,3
2020-07-17,Colorado,2.40870090,2020,4,2020,3
2020-07-17,Connecticut,2.40870090,2020,4,2020,3
2020-07-17,Delaware,2.40870090,2020,4,2020,3
2020-07-17,Hawaii,2.40870090,2020,4,2020,3
2020-07-17,Illinois,2.40870090,2020,4,2020,3
2020-07-17,Kentucky,2.40870090,2020,4,2020,3
2020-07-17,Massachusetts,2.40870090,2020,4,2020,3
2020-07-17,Minnesota,2.40870090,2020,4,2020,3
2020-07-17,New York,2.40870090,2020,4,2020,3
2020-07-17,Ohio,2.40870090,2020,4,2020,3
2020-07-17,Texas,2.40870090,2020,4,2020,3
2020-07-17,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-17,West Virginia,2.40870090,2020,4,2020,3
2020-07-20,California,2.40870090,2020,4,2020,3
2020-07-20,Colorado,2.40870090,2020,4,2020,3
2020-07-20,Connecticut,2.40870090,2020,4,2020,3
2020-07-20,Delaware,2.40870090,2020,4,2020,3
2020-07-20,Hawaii,2.40870090,2020,4,2020,3
2020-07-20,Illinois,2.40870090,2020,4,2020,3
2020-07-20,Kentucky,2.40870090,2020,4,2020,3
2020-07-20,Massachusetts,2.40870090,2020,4,2020,3
2020-07-20,Minnesota,2.40870090,2020,4,2020,3
2020-07-20,New York,2.40870090,2020,4,2020,3
2020-07-20,Ohio,2.40870090,2020,4,2020,3
2020-07-20,Texas,2.40870090,2020,4,2020,3
2020-07-20,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-20,West Virginia,2.40870090,2020,4,2020,3
2020-07-22,California,2.40870090,2020,4,2020,3
2020-07-22,Colorado,2.40870090,2020,4,2020,3
2020-07-22,Connecticut,2.40870090,2020,4,2020,3
2020-07-22,Delaware,2.40870090,2020,4,2020,3
2020-07-22,Hawaii,2.40870090,2020,4,2020,3
2020-07-22,Illinois,2.40870090,2020,4,2020,3
2020-07-22,Kentucky,2.40870090,2020,4,2020,3
2020-07-22,Massachusetts,2.40870090,2020,4,2020,3
2020-07-22,Minnesota,2.40870090,2020,4,2020,3
2020-07-22,New York,2.40870090,2020,4,2020,3
2020-07-22,Ohio,2.40870090,2020,4,2020,3
2020-07-22,Texas,2.40870090,2020,4,2020,3
2020-07-22,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-22,West Virginia,2.40870090,2020,4,2020,3
2020-07-23,California,2.40870090,2020,4,2020,3
2020-07-23,Colorado,2.40870090,2020,4,2020,3
2020-07-23,Connecticut,2.40870090,2020,4,2020,3
2020-07-23,Delaware,2.40870090,2020,4,2020,3
2020-07-23,Hawaii,2.40870090,2020,4,2020,3
2020-07-23,Illinois,2.40870090,2020,4,2020,3
2020-07-23,Kentucky,2.40870090,2020,4,2020,3
2020-07-23,Massachusetts,2.40870090,2020,4,2020,3
2020-07-23,Minnesota,2.40870090,2020,4,2020,3
2020-07-23,New York,2.40870090,2020,4,2020,3
2020-07-23,Ohio,2.40870090,2020,4,2020,3
2020-07-23,Texas,2.40870090,2020,4,2020,3
2020-07-23,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-23,West Virginia,2.40870090,2020,4,2020,3
2020-07-24,California,2.40870090,2020,4,2020,3
2020-07-24,Colorado,2.40870090,2020,4,2020,3
2020-07-24,Connecticut,2.40870090,2020,4,2020,3
2020-07-24,Delaware,2.40870090,2020,4,2020,3
2020-07-24,Hawaii,2.40870090,2020,4,2020,3
2020-07-24,Illinois,2.40870090,2020,4,2020,3
2020-07-24,Kentucky,2.40870090,2020,4,2020,3
2020-07-24,Massachusetts,2.40870090,2020,4,2020,3
2020-07-24,Minnesota,2.40870090,2020,4,2020,3
2020-07-24,New York,2.40870090,2020,4,2020,3
2020-07-24,Ohio,2.40870090,2020,4,2020,3
2020-07-24,Texas,2.40870090,2020,4,2020,3
2020-07-24,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-24,West Virginia,2.40870090,2020,4,2020,3
2020-07-27,California,2.40870090,2020,4,2020,3
2020-07-27,Colorado,2.40870090,2020,4,2020,3
2020-07-27,Connecticut,2.40870090,2020,4,2020,3
2020-07-27,Delaware,2.40870090,2020,4,2020,3
2020-07-27,Hawaii,2.40870090,2020,4,2020,3
2020-07-27,Illinois,2.40870090,2020,4,2020,3
2020-07-27,Kentucky,2.40870090,2020,4,2020,3
2020-07-27,Massachusetts,2.40870090,2020,4,2020,3
2020-07-27,Minnesota,2.40870090,2020,4,2020,3
2020-07-27,New York,2.40870090,2020,4,2020,3
2020-07-27,Ohio,2.40870090,2020,4,2020,3
2020-07-27,Texas,2.40870090,2020,4,2020,3
2020-07-27,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-27,West Virginia,2.40870090,2020,4,2020,3
2020-07-28,California,2.40870090,2020,4,2020,3
2020-07-28,Colorado,2.40870090,2020,4,2020,3
2020-07-28,Connecticut,2.40870090,2020,4,2020,3
2020-07-28,Delaware,2.40870090,2020,4,2020,3
2020-07-28,Hawaii,2.40870090,2020,4,2020,3
2020-07-28,Illinois,2.40870090,2020,4,2020,3
2020-07-28,Kentucky,2.40870090,2020,4,2020,3
2020-07-28,Massachusetts,2.40870090,2020,4,2020,3
2020-07-28,Minnesota,2.40870090,2020,4,2020,3
2020-07-28,New York,2.40870090,2020,4,2020,3
2020-07-28,Ohio,2.40870090,2020,4,2020,3
2020-07-28,Texas,2.40870090,2020,4,2020,3
2020-07-28,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-28,West Virginia,2.40870090,2020,4,2020,3
2020-07-29,California,2.40870090,2020,4,2020,3
2020-07-29,Colorado,2.40870090,2020,4,2020,3
2020-07-29,Connecticut,2.40870090,2020,4,2020,3
2020-07-29,Delaware,2.40870090,2020,4,2020,3
2020-07-29,Hawaii,2.40870090,2020,4,2020,3
2020-07-29,Illinois,2.40870090,2020,4,2020,3
2020-07-29,Kentucky,2.40870090,2020,4,2020,3
2020-07-29,Massachusetts,2.40870090,2020,4,2020,3
2020-07-29,Minnesota,2.40870090,2020,4,2020,3
2020-07-29,New York,2.40870090,2020,4,2020,3
2020-07-29,Ohio,2.40870090,2020,4,2020,3
2020-07-29,Texas,2.40870090,2020,4,2020,3
2020-07-29,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-29,West Virginia,2.40870090,2020,4,2020,3
2020-07-30,California,2.40870090,2020,4,2020,3
2020-07-30,Colorado,2.40870090,2020,4,2020,3
2020-07-30,Connecticut,2.40870090,2020,4,2020,3
2020-07-30,Delaware,2.40870090,2020,4,2020,3
2020-07-30,Hawaii,2.40870090,2020,4,2020,3
2020-07-30,Illinois,2.40870090,2020,4,2020,3
2020-07-30,Kentucky,2.40870090,2020,4,2020,3
2020-07-30,Massachusetts,2.40870090,2020,4,2020,3
2020-07-30,Minnesota,2.40870090,2020,4,2020,3
2020-07-30,New York,2.40870090,2020,4,2020,3
2020-07-30,Ohio,2.40870090,2020,4,2020,3
2020-07-30,Texas,2.40870090,2020,4,2020,3
2020-07-30,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-30,West Virginia,2.40870090,2020,4,2020,3
2020-07-31,California,2.40870090,2020,4,2020,3
2020-07-31,Colorado,2.40870090,2020,4,2020,3
2020-07-31,Connecticut,2.40870090,2020,4,2020,3
2020-07-31,Delaware,2.40870090,2020,4,2020,3
2020-07-31,Hawaii,2.40870090,2020,4,2020,3
2020-07-31,Illinois,2.40870090,2020,4,2020,3
2020-07-31,Kentucky,2.40870090,2020,4,2020,3
2020-07-31,Massachusetts,2.40870090,2020,4,2020,3
2020-07-31,Minnesota,2.40870090,2020,4,2020,3
2020-07-31,New York,2.40870090,2020,4,2020,3
2020-07-31,Ohio,2.40870090,2020,4,2020,3
2020-07-31,Texas,2.40870090,2020,4,2020,3
2020-07-31,Virgin Islands,2.40870090,2020,4,2020,3
2020-07-31,West Virginia,2.40870090,2020,4,2020,3
2020-08-03,California,2.40870090,2020,4,2020,3
2020-08-03,Colorado,2.40870090,2020,4,2020,3
2020-08-03,Connecticut,2.40870090,2020,4,2020,3
2020-08-03,Delaware,2.40870090,2020,4,2020,3
2020-08-03,Georgia,2.40870090,2020,4,2020,3
2020-08-03,Hawaii,2.40870090,2020,4,2020,3
2020-08-03,Illinois,2.40870090,2020,4,2020,3
2020-08-03,Kentucky,2.40870090,2020,4,2020,3
2020-08-03,Massachusetts,2.40870090,2020,4,2020,3
2020-08-03,Minnesota,2.40870090,2020,4,2020,3
2020-08-03,New Jersey,2.40870090,2020,4,2020,3
2020-08-03,New Mexico,2.40870090,2020,4,2020,3
2020-08-03,New York,2.40870090,2020,4,2020,3
2020-08-03,Ohio,2.40870090,2020,4,2020,3
2020-08-03,Pennsylvania,2.40870090,2020,4,2020,3
2020-08-03,Texas,2.40870090,2020,4,2020,3
2020-08-03,Virginia,2.40870090,2020,4,2020,3
2020-08-03,Virgin Islands,2.40870090,2020,4,2020,3
2020-08-03,West Virginia,2.40870090,2020,4,2020,3
2020-08-05,California,2.40870090,2020,4,2020,3
2020-08-05,Colorado,2.40870090,2020,4,2020,3
2020-08-05,Connecticut,2.40870090,2020,4,2020,3
2020-08-05,Delaware,2.40870090,2020,4,2020,3
2020-08-05,Georgia,2.40870090,2020,4,2020,3
2020-08-05,Hawaii,2.40870090,2020,4,2020,3
2020-08-05,Illinois,2.40870090,2020,4,2020,3
2020-08-05,Kentucky,2.40870090,2020,4,2020,3
2020-08-05,Massachusetts,2.40870090,2020,4,2020,3
2020-08-05,Minnesota,2.40870090,2020,4,2020,3
2020-08-05,New Jersey,2.40870090,2020,4,2020,3
2020-08-05,New Mexico,2.40870090,2020,4,2020,3
2020-08-05,New York,2.40870090,2020,4,2020,3
2020-08-05,Ohio,2.40870090,2020,4,2020,3
2020-08-05,Pennsylvania,2.40870090,2020,4,2020,3
2020-08-05,Texas,2.40870090,2020,4,2020,3
2020-08-05,Virginia,2.40870090,2020,4,2020,3
2020-08-05,Virgin Islands,2.40870090,2020,4,2020,3
2020-08-05,West Virginia,2.40870090,2020,4,2020,3
2020-08-06,California,2.40870090,2020,4,2020,3
2020-08-06,Colorado,2.40870090,2020,4,2020,3
2020-08-06,Connecticut,2.40870090,2020,4,2020,3
2020-08-06,Delaware,2.40870090,2020,4,2020,3
2020-08-06,Georgia,2.40870090,2020,4,2020,3
2020-08-06,Hawaii,2.40870090,2020,4,2020,3
2020-08-06,Illinois,2.40870090,2020,4,2020,3
2020-08-06,Kentucky,2.40870090,2020,4,2020,3
2020-08-06,Massachusetts,2.40870090,2020,4,2020,3
2020-08-06,Minnesota,2.40870090,2020,4,2020,3
2020-08-06,New Jersey,2.40870090,2020,4,2020,3
2020-08-06,New Mexico,2.40870090,2020,4,2020,3
2020-08-06,New York,2.40870090,2020,4,2020,3
2020-08-06,Ohio,2.40870090,2020,4,2020,3
2020-08-06,Pennsylvania,2.40870090,2020,4,2020,3
2020-08-06,Texas,2.40870090,2020,4,2020,3
2020-08-06,Virginia,2.40870090,2020,4,2020,3
2020-08-06,Virgin Islands,2.40870090,2020,4,2020,3
2020-08-06,West Virginia,2.40870090,2020,4,2020,3
2020-08-07,California,2.40870090,2020,4,2020,3
2020-08-07,Colorado,2.40870090,2020,4,2020,3
2020-08-07,Connecticut,2.40870090,2020,4,2020,3
2020-08-07,Delaware,2.40870090,2020,4,2020,3
2020-08-07,Georgia,2.40870090,2020,4,2020,3
2020-08-07,Hawaii,2.40870090,2020,4,2020,3
2020-08-07,Illinois,2.40870090,2020,4,2020,3
2020-08-07,Kentucky,2.40870090,2020,4,2020,3
2020-08-07,Massachusetts,2.40870090,2020,4,2020,3
2020-08-07,Minnesota,2.40870090,2020,4,2020,3
2020-08-07,New Jersey,2.40870090,2020,4,2020,3
2020-08-07,New Mexico,2.40870090,2020,4,2020,3
2020-08-07,New York,2.40870090,2020,4,2020,3
2020-08-07,Ohio,2.40870090,2020,4,2020,3
2020-08-07,Pennsylvania,2.40870090,2020,4,2020,3
2020-08-07,Texas,2.40870090,2020,4,2020,3
2020-08-07,Virginia,2.40870090,2020,4,2020,3
2020-08-07,Virgin Islands,2.40870090,2020,4,2020,3
2020-08-07,West Virginia,2.40870090,2020,4,2020,3
2020-08-10,California,2.40870090,2020,4,2020,3
2020-08-10,Colorado,2.40870090,2020,4,2020,3
2020-08-10,Connecticut,2.40870090,2020,4,2020,3
2020-08-10,Delaware,2.40870090,2020,4,2020,3
2020-08-10,Georgia,2.40870090,2020,4,2020,3
2020-08-10,Hawaii,2.40870090,2020,4,2020,3
2020-08-10,Illinois,2.40870090,2020,4,2020,3
2020-08-10,Kentucky,2.40870090,2020,4,2020,3
2020-08-10,Massachusetts,2.40870090,2020,4,2020,3
2020-08-10,Minnesota,2.40870090,2020,4,2020,3
2020-08-10,New Jersey,2.40870090,2020,4,2020,3
2020-08-10,New Mexico,2.40870090,2020,4,2020,3
2020-08-10,New York,2.40870090,2020,4,2020,3
2020-08-10,Ohio,2.40870090,2020,4,2020,3
2020-08-10,Pennsylvania,2.40870090,2020,4,2020,3
2020-08-10,Texas,2.40870090,2020,4,2020,3
2020-08-10,Virginia,2.40870090,2020,4,2020,3
2020-08-10,Virgin Islands,2.40870090,2020,4,2020,3
2020-08-10,West Virginia,2.40870090,2020,4,2020,3
2020-08-11,California,2.40870090,2020,4,2020,3
2020-08-11,Colorado,2.40870090,2020,4,2020,3
2020-08-11,Connecticut,2.40870090,2020,4,2020,3
2020-08-11,Delaware,2.40870090,2020,4,2020,3
2020-08-11,Georgia,2.40870090,2020,4,2020,3
2020-08-11,Hawaii,2.40870090,2020,4,2020,3
2020-08-11,Illinois,2.40870090,2020,4,2020,3
2020-08-11,Kentucky,2.40870090,2020,4,2020,3
2020-08-11,Massachusetts,2.40870090,2020,4,2020,3
2020-08-11,Minnesota,2.40870090,2020,4,2020,3
2020-08-11,New Jersey,2.40870090,2020,4,2020,3
2020-08-11,New Mexico,2.40870090,2020,4,2020,3
2020-08-11,New York,2.40870090,2020,4,2020,3
2020-08-11,Ohio,2.40870090,2020,4,2020,3
2020-08-11,Pennsylvania,2.40870090,2020,4,2020,3
2020-08-11,Texas,2.40870090,2020,4,2020,3
2020-08-11,Virginia,2.40870090,2020,4,2020,3
2020-08-11,Virgin Islands,2.40870090,2020,4,2020,3
2020-08-11,West Virginia,2.40870090,2020,4,2020,3
2020-08-12,California,2.40870090,2020,4,2020,3
2020-08-12,Colorado,2.40870090,2020,4,2020,3
2020-08-12,Connecticut,2.40870090,2020,4,2020,3
2020-08-12,Delaware,2.40870090,2020,4,2020,3
2020-08-12,Georgia,2.40870090,2020,4,2020,3
2020-08-12,Hawaii,2.40870090,2020,4,2020,3
2020-08-12,Illinois,2.40870090,2020,4,2020,3
2020-08-12,Kentucky,2.40870090,2020,4,2020,3
2020-08-12,Massachusetts,2.40870090,2020,4,2020,3
2020-08-12,Minnesota,2.40870090,2020,4,2020,3
2020-08-12,New Jersey,2.40870090,2020,4,2020,3
2020-08-12,New Mexico,2.40870090,2020,4,2020,3
2020-08-12,New York,2.40870090,2020,4,2020,3
2020-08-12,Ohio,2.40870090,2020,4,2020,3
2020-08-12,Pennsylvania,2.40870090,2020,4,2020,3
2020-08-12,Texas,2.40870090,2020,4,2020,3
2020-08-12,Virginia,2.40870090,2020,4,2020,3
2020-08-12,Virgin Islands,2.40870090,2020,4,2020,3
2020-08-12,West Virginia,2.40870090,2020,4,2020,3
2020-08-13,California,2.40870090,2020,4,2020,3
2020-08-13,Colorado,2.40870090,2020,4,2020,3
2020-08-13,Connecticut,2.40870090,2020,4,2020,3
2020-08-13,Delaware,2.40870090,2020,4,2020,3
2020-08-13,Georgia,2.40870090,2020,4,2020,3
2020-08-13,Hawaii,2.40870090,2020,4,2020,3
2020-08-13,Illinois,2.40870090,2020,4,2020,3
2020-08-13,Kentucky,2.40870090,2020,4,2020,3
2020-08-13,Massachusetts,2.40870090,2020,4,2020,3
2020-08-13,Minnesota,2.40870090,2020,4,2020,3
2020-08-13,New Jersey,2.40870090,2020,4,2020,3
2020-08-13,New Mexico,2.40870090,2020,4,2020,3
2020-08-13,New York,2.40870090,2020,4,2020,3
2020-08-13,Ohio,2.40870090,2020,4,2020,3
2020-08-13,Pennsylvania,2.40870090,2020,4,2020,3
